ADMIN_variable_group,ADMIN_variable,ADMIN_classification,ADMIN_category_code,ADMIN_category_name,ADMIN_legend_start_str,EDIT_THIS_legend_str_1,EDIT_THIS_legend_str_2,EDIT_THIS_legend_str_3,OLD_legend_str_3
Population,Year of arrival in the UK,year_arrival_uk,year_arrival_uk-012,Arrived 2020 to 2021,{PERCENTAGE}%,of people in {location},arrived,in the UK between 2020 and 2021,arrived 2020 to 2021
Population,Length of residence in the UK,residence_length_6b,residence_length_6b-001,Born in the UK,{PERCENTAGE}%,of people in {location},were,born in the UK,born in the uk
Population,Length of residence in the UK,residence_length_6b,residence_length_6b-002,10 years or more,{PERCENTAGE}%,of people in {location},have,lived in the UK for 10 years or more,10 years or more
Population,Length of residence in the UK,residence_length_6b,residence_length_6b-003,"5 years or more, but less than 10 years",{PERCENTAGE}%,of people in {location},have,"lived in the UK for 5 years or more, but less than 10 years","5 years or more, but less than 10 years"
Population,Length of residence in the UK,residence_length_6b,residence_length_6b-004,"2 years or more, but less than 5 years",{PERCENTAGE}%,of people in {location},have,"lived in the UK for 2 years or more, but less than 5 years","2 years or more, but less than 5 years"
Population,Length of residence in the UK,residence_length_6b,residence_length_6b-005,Less than 2 years,{PERCENTAGE}%,of people in {location},have,lived in the UK for less than 2 years,less than 2 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-001,Born in the UK,{PERCENTAGE}%,of people in {location},were,born in the UK,born in the uk
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-002,Arrived in the UK: Aged 0 to 4 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 0 to 4 years,arrived in the uk: aged 0 to 4 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-003,Arrived in the UK: Aged 5 to 7 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 5 to 7 years,arrived in the uk: aged 5 to 7 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-004,Arrived in the UK: Aged 8 to 9 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 8 to 9 years,arrived in the uk: aged 8 to 9 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-005,Arrived in the UK: Aged 10 to 14 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 10 to 14 years,arrived in the uk: aged 10 to 14 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-006,Arrived in the UK: Aged 15 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 15 years,arrived in the uk: aged 15 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-007,Arrived in the UK: Aged 16 to 17 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 16 to 17 years,arrived in the uk: aged 16 to 17 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-008,Arrived in the UK: Aged 18 to 19 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 18 to 19 years,arrived in the uk: aged 18 to 19 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-009,Arrived in the UK: Aged 20 to 24 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 20 to 24 years,arrived in the uk: aged 20 to 24 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-010,Arrived in the UK: Aged 25 to 29 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 25 to 29 years,arrived in the uk: aged 25 to 29 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-011,Arrived in the UK: Aged 30 to 44 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 30 to 44 years,arrived in the uk: aged 30 to 44 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-012,Arrived in the UK: Aged 45 to 59 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 45 to 59 years,arrived in the uk: aged 45 to 59 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-013,Arrived in the UK: Aged 60 to 64 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 60 to 64 years,arrived in the uk: aged 60 to 64 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-014,Arrived in the UK: Aged 65 to 74 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 65 to 74 years,arrived in the uk: aged 65 to 74 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-015,Arrived in the UK: Aged 75 to 84 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 75 to 84 years,arrived in the uk: aged 75 to 84 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-016,Arrived in the UK: Aged 85 to 89 years,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 85 to 89 years,arrived in the uk: aged 85 to 89 years
Population,Age of arrival in the UK,age_arrival_uk_18a,age_arrival_uk_18a-017,Arrived in the UK: Aged 90 years and over,{PERCENTAGE}%,of people in {location},arrived,in the UK aged 90 years and over,arrived in the uk: aged 90 years and over
Population,Migrant indicator,migrant_ind,migrant_ind-000,Address one year ago is the same as the address of enumeration,{PERCENTAGE}%,of people in {location},were,living at their address of enumeration one year ago,address one year ago is the same as the address of enumeration
Population,Migrant indicator,migrant_ind,migrant_ind-001,Address one year ago is student term-time or boarding school address in the UK,{PERCENTAGE}%,of people in {location},were,living at a student term-time or boarding school address one year ago,address one year ago is student term-time or boarding school address in the uk
Population,Migrant indicator,migrant_ind,migrant_ind-002,Migrant from within the UK: Address one year ago was in the UK,{PERCENTAGE}%,of people in {location},are,living in an address within the UK one year ago,migrant from within the uk: address one year ago was in the uk
Population,Migrant indicator,migrant_ind,migrant_ind-003,Migrant from outside the UK: Address one year ago was outside the UK,{PERCENTAGE}%,of people in {location},are,living in an address outside the UK one year ago,migrant from outside the uk: address one year ago was outside the uk
Education,Highest level of qualification,highest_qualification_6a,highest_qualification_6a-000,No qualifications,{PERCENTAGE}%,of people in {location},have,no qualifications,no qualifications
Education,Highest level of qualification,highest_qualification_6a,highest_qualification_6a-001,"Highest level of qualification: Level 1, 2 or 3 qualifications",{PERCENTAGE}%,of people in {location},have,"level 1, 2 or 3 qualifications","highest level of qualification: level 1, 2 or 3 qualifications"
Education,Highest level of qualification,highest_qualification_6a,highest_qualification_6a-002,Highest level of qualification: Apprenticeship,{PERCENTAGE}%,of people in {location},have,an apprenticeship,highest level of qualification: apprenticeship
Education,Highest level of qualification,highest_qualification_6a,highest_qualification_6a-003,Highest level of qualification: Level 4 qualifications and above,{PERCENTAGE}%,of people in {location},have,level 4 qualifications and above,highest level of qualification: level 4 qualifications and above
Education,Highest level of qualification,highest_qualification_6a,highest_qualification_6a-004,Highest level of qualification: Other qualifications,{PERCENTAGE}%,of people in {location},have,other qualifications,highest level of qualification: other qualifications
Education,Highest level of qualification,highest_qualification,highest_qualification-000,No qualifications,{PERCENTAGE}%,of people in {location},have,no qualifications,no qualifications
Education,Highest level of qualification,highest_qualification,highest_qualification-001,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C , Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",{PERCENTAGE}%,of people in {location},have,level 1 and entry level qualifications,"level 1 and entry level qualifications: 1 to 4 gcses grade a* to c , any gcses at other grades, o levels or cses (any grades), 1 as level, nvq level 1, foundation gnvq, basic or essential skills"
Education,Highest level of qualification,highest_qualification,highest_qualification-002,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",{PERCENTAGE}%,of people in {location},have,level 2 qualifications,"level 2 qualifications: 5 or more gcses (a* to c or 9 to 4), o levels (passes), cses (grade 1), school certification, 1 a level, 2 to 3 as levels, vces, intermediate or higher diploma, welsh baccalaureate intermediate diploma, nvq level 2, intermediate gnvq, city and guilds craft, btec first or general diploma, rsa diploma"
Education,Highest level of qualification,highest_qualification,highest_qualification-003,Apprenticeship,{PERCENTAGE}%,of people in {location},have,an apprenticeship,apprenticeship
Education,Highest level of qualification,highest_qualification,highest_qualification-004,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",{PERCENTAGE}%,of people in {location},have,level 3 qualifications,"level 3 qualifications: 2 or more a levels or vces, 4 or more as levels, higher school certificate, progression or advanced diploma, welsh baccalaureate advance diploma, nvq level 3; advanced gnvq, city and guilds advanced craft, onc, ond, btec national, rsa advanced diploma"
Education,Highest level of qualification,highest_qualification,highest_qualification-005,"Level 4 qualifications and above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",{PERCENTAGE}%,of people in {location},have,level 4 qualifications and above,"level 4 qualifications and above: degree (ba, bsc), higher degree (ma, phd, pgce), nvq level 4 to 5, hnc, hnd, rsa higher diploma, btec higher level, professional qualifications (for example, teaching, nursing, accountancy)"
